Subject,Course,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CHLH,458,Health Administration,27,25,12,8,2,4,2,1,0,0,0,0,0,0,3.73,"Barnes, Lynette C"
CHLH,573,Biostatistics in Public Health,0,23,7,1,0,0,0,0,0,0,0,0,0,0,3.9,"Andrade, Flavia C"
CHP,199,Special Topics:Honors Uncommon,0,19,5,1,2,0,0,0,0,0,0,0,0,0,3.84,"Moffitt, Brian J"
CHP,199,Special Topics:Honors Uncommon,19,5,0,2,0,0,0,0,0,0,0,0,0,0,3.95,"Mena Robles, Jorge"
CHP,199,Special Topics:Honors Uncommon,6,17,3,3,0,0,0,1,0,0,0,0,0,0,3.83,"Otchere, Kimberly D"
CHP,199,Special Topics:Honors Uncommon,8,14,1,1,1,0,0,0,0,0,0,0,0,0,3.92,"Moffitt, Brian J"
CI,210,Intro to Digital Learning Env,9,13,7,1,1,0,0,0,0,0,0,0,0,0,3.87,"Paquette, Luc"
CI,405,Intro Tchg Elem Age Children,0,18,2,2,2,1,0,1,0,0,0,0,0,0,3.72,"Willetts, Valerie L"
CI,405,Intro Tchg Elem Age Children,0,14,5,2,1,0,0,0,1,0,0,0,1,0,3.57,"Dean, Sheila R"
CI,405,Intro Tchg Elem Age Children,0,20,4,1,0,0,0,0,0,0,0,0,0,0,3.92,"Park, Jaehee"
CI,415,"Lang Varieties,Cult,& Learning",1,14,0,5,2,1,0,0,0,0,1,0,0,0,3.6,"Sosnowski, James J"
CI,415,"Lang Varieties,Cult,& Learning",0,17,0,2,1,0,0,0,0,0,0,0,1,0,3.7,"Lee, Chaehyun"
CI,415,"Lang Varieties,Cult,& Learning",1,9,6,2,3,0,0,0,0,0,0,0,0,0,3.7,"McCarthey, Sarah J"
CI,430,Teaching Children Mathematics,1,6,5,6,5,2,0,0,0,0,0,0,0,0,3.47,"Poetzel, Adam R"
CI,430,Teaching Children Mathematics,3,8,4,3,3,0,2,0,0,0,0,0,0,0,3.58,"Skultety, Lisa S"
CI,430,Teaching Children Mathematics,4,9,8,0,4,0,0,0,0,0,0,0,0,0,3.73,"Poetzel, Adam R"
CI,430,Teaching Children Mathematics,6,4,4,7,2,1,0,0,0,0,0,0,0,0,3.61,"Brown-Tess, Karie C"
CI,433,Found of Bilingual Educ,0,22,0,0,0,1,0,0,0,0,0,0,1,0,3.78,"Evcen, Ozge"
CI,450,Tchg Elem Science I,0,15,4,1,4,0,0,0,1,0,0,0,0,0,3.67,"Dean, Sheila R"
CI,450,Tchg Elem Science I,0,18,2,2,2,1,0,0,0,0,0,0,0,0,3.79,"Brown, David E"
CI,450,Tchg Elem Science I,0,6,8,4,3,2,1,0,0,0,0,0,1,0,3.33,"Dean, Sheila R"
CI,476,Teach Elem & Mid Lang Arts,0,16,3,3,0,0,0,0,0,0,0,0,0,0,3.86,"Frieson, Brittany L"
CI,476,Teach Elem & Mid Lang Arts,0,15,9,1,1,0,0,0,0,0,0,0,0,0,3.82,"James, Carrie L"
CI,541,Learning in Science,3,4,4,2,3,4,1,0,0,0,1,0,0,0,3.29,"Brown, David E"
CLCV,102,Medical Terms-GRK & LAT Roots,3,17,26,17,12,10,5,2,1,0,0,0,2,0,3.28,"Kozak, Adam A"
CLCV,111,Mythology of Greece and Rome,0,19,5,5,17,4,1,9,3,0,0,4,0,1,3,"Solomon, Jon"
CLCV,114,Introduction to Greek Culture,1,7,7,2,4,8,7,4,10,2,4,1,1,0,2.52,"Sanders, Kirk"
CLCV,115,Mythology of Greece and Rome,0,22,0,3,5,0,0,0,0,0,0,1,0,0,3.67,"Huang, Melissa S"
CLCV,115,Mythology of Greece and Rome,0,24,0,2,1,0,0,2,0,0,0,0,1,0,3.66,"Cantwell, Katherine P"
CLCV,115,Mythology of Greece and Rome,0,13,3,2,10,0,1,1,0,0,0,0,0,0,3.47,"Huang, Melissa S"
CLCV,115,Mythology of Greece and Rome,0,26,1,0,2,0,1,0,1,0,0,0,0,0,3.8,"Cantwell, Katherine P"
CLCV,115,Mythology of Greece and Rome,0,14,2,2,9,0,0,3,0,0,0,0,0,0,3.43,"Hunt, Anna L"
CLCV,115,Mythology of Greece and Rome,0,12,1,1,9,0,0,3,1,0,1,1,0,0,3.15,"Brinks, Michael J"
CLCV,115,Mythology of Greece and Rome,1,25,1,0,2,0,0,0,0,0,0,0,0,0,3.92,"Goebel, Clarissa A"
CLCV,115,Mythology of Greece and Rome,0,15,2,3,7,1,1,0,1,0,0,0,0,0,3.5,"Froedge, Stephen E"
CLCV,115,Mythology of Greece and Rome,1,18,0,3,8,0,0,2,0,0,0,0,0,0,3.56,"Wells, Jessica R"
CLCV,115,Mythology of Greece and Rome,4,17,1,0,6,0,0,1,0,0,0,0,0,0,3.71,"Cantwell, Katherine P"
CLCV,115,Mythology of Greece and Rome,0,19,3,0,4,0,0,1,0,0,0,0,0,0,3.74,"Goebel, Clarissa A"
CLCV,115,Mythology of Greece and Rome,0,15,2,1,12,0,1,1,0,0,0,0,0,0,3.47,"Froedge, Stephen E"
CLCV,115,Mythology of Greece and Rome,0,14,4,0,7,1,0,0,0,1,0,0,0,0,3.54,"Gipson, Christopher L"
CLCV,115,Mythology of Greece and Rome,0,14,2,2,10,1,0,2,0,0,0,0,1,0,3.33,"Kozak, Adam A"
CLCV,115,Mythology of Greece and Rome,0,16,2,1,8,0,0,0,0,0,0,0,2,0,3.4,"Kozak, Adam A"
CLCV,131,"Classical Archaeology, Greece",2,8,2,5,6,2,0,2,1,0,0,0,0,0,3.32,"Kreindler, Katharine R"
CLCV,160,Ancient Greek & Roman Religion,2,7,5,4,1,0,0,2,1,0,0,1,1,0,3.21,"Burns, Krishni S"
CLCV,220,Origins of Western Literature,1,13,3,1,0,3,0,0,0,0,0,0,0,0,3.73,"Walters, Brian C"
CLCV,231,Development of Ancient Cities,2,10,4,0,4,1,2,2,0,0,1,0,1,0,3.22,"Kreindler, Katharine R"
CLCV,240,Sex & Gender in Antiquity,5,9,3,3,1,3,0,1,1,0,0,0,0,0,3.53,"Burns, Krishni S"
CMN,102,Intro to Comm Theory & Res,15,56,29,41,35,18,22,33,11,3,0,8,4,2,3,"Quick, Brian L"
CMN,211,Business Communication,0,9,4,1,2,2,1,0,0,0,1,0,2,1,3.12,"Ditewig-Morris, Kathleen"
CMN,211,Business Communication,1,4,3,1,2,4,1,2,1,0,1,1,2,0,2.64,"Ditewig-Morris, Kathleen"
CMN,211,Business Communication,0,18,5,1,0,0,0,0,0,0,0,0,0,0,3.9,"Costello, Thomas J"
CMN,212,Intro to Organizational Comm,2,5,6,4,5,1,5,1,0,0,0,0,0,0,3.26,"Bryan, Ann L"
CMN,212,Intro to Organizational Comm,2,7,8,6,4,1,0,1,0,0,1,0,0,0,3.43,"Trudeau, Ashley B"
CMN,212,Intro to Organizational Comm,4,6,7,7,1,2,2,0,0,0,1,0,0,0,3.43,"Bryan, Ann L"
CMN,213,Small Group Communication,15,8,2,2,2,0,0,0,0,0,0,0,1,0,3.73,"Reynolds-Tylus, Tobias J"
CMN,213,Small Group Communication,3,11,4,1,1,2,0,0,0,0,0,0,0,0,3.74,"Reynolds-Tylus, Tobias J"
CMN,220,Communicating Public Policy,0,12,6,0,3,2,0,0,0,0,0,1,0,0,3.54,"Pitchford, Matthew C"
CMN,220,Communicating Public Policy,0,12,5,0,0,1,0,0,3,1,0,1,0,0,3.31,"Pitchford, Matthew C"
CMN,230,Intro to Interpersonal Comm,24,58,41,32,25,16,8,10,4,2,0,0,4,2,3.35,"Guntzviller, Lisa"
CMN,232,Intro to Intercultural Comm,3,10,4,6,0,2,1,0,1,0,0,0,0,0,3.56,"Moga, Jillian L"
CMN,232,Intro to Intercultural Comm,3,13,5,1,4,1,1,0,0,0,0,0,0,0,3.67,"Moga, Jillian L"
CMN,260,Intro to Health Communication,3,15,2,4,2,1,0,0,0,0,0,0,1,0,3.62,"Saldivar, Laura M"
CMN,260,Intro to Health Communication,1,9,5,4,5,1,3,0,0,0,0,0,0,0,3.44,"Martinez Gonzal, Andrea"
CMN,260,Intro to Health Communication,0,6,5,3,6,0,5,1,0,0,1,0,2,0,2.93,"Martinez Gonzal, Andrea"
CMN,275,"Media, Money and Power",2,7,5,3,5,0,0,6,0,0,0,0,1,0,3.15,"McChesney, Robert W"
CMN,275,"Media, Money and Power",1,4,3,4,7,0,0,5,0,0,0,0,1,1,3.01,"McChesney, Robert W"
CMN,277,Intro to Mediated Comm,4,11,12,10,6,7,6,6,6,5,4,1,3,0,2.73,"Dixon, Travis L"
CMN,280,Comm Technology & Society,10,8,6,2,3,1,0,0,0,0,1,2,0,0,3.48,"Jackson, Sally A"
CMN,321,Strategies of Persuasion,0,10,3,11,42,10,9,23,1,4,5,0,5,1,2.6,"Murphy, John M"
CMN,336,Family Communication,13,6,6,2,3,0,0,0,0,0,0,0,0,0,3.79,"Abendschein, Bryan"
CMN,336,Family Communication,7,7,5,4,3,1,1,0,1,0,0,0,0,0,3.56,"Kimnach, Rachel L"
CMN,340,Visual Politics,0,11,5,2,1,5,2,0,0,0,0,0,1,0,3.33,"Bruner, Katie"
CMN,340,Visual Politics,0,15,1,5,1,3,2,0,2,0,0,0,1,0,3.31,"Bruner, Katie"
CMN,345,Visual Media Effects,0,2,7,3,14,1,3,2,0,0,0,0,0,0,3.1,"Bigsby, Elisabeth"
CMN,361,Storytelling as Oral Comm,0,7,5,5,7,3,1,1,1,2,0,0,0,0,3.15,"Bishop, Mardia J"
CMN,368,Sexual Communication,15,67,6,3,59,2,3,15,2,1,5,0,6,1,3.2,"Ramey, Mary E"
CMN,370,Political Economy of Comm,2,6,6,7,1,0,0,0,0,0,0,0,1,0,3.49,"McChesney, Robert W"
CMN,377,Propaganda and Modern Society,0,7,4,9,7,3,1,0,0,0,0,0,1,1,3.25,"Stole, Inger L"
CMN,377,Propaganda and Modern Society,0,12,6,4,4,4,2,1,0,0,1,0,0,0,3.34,"Stole, Inger L"
CMN,396,Leadership Comm Theory/Pract,0,12,5,3,0,0,0,1,0,0,0,0,0,0,3.73,"Costello, Thomas J"
CMN,396,Org Comm & Diversity,0,0,2,3,4,3,1,4,1,0,3,0,0,0,2.49,"Wright-Dixon, Trina J"
CMN,396,Org Comm & Diversity,0,7,6,7,2,5,4,1,1,0,0,0,0,0,3.2,"Wright-Dixon, Trina J"
CMN,396,Social Movements Comm,0,5,5,3,8,3,0,0,2,0,1,0,2,1,2.92,"Cisneros, Josue D"
CMN,396,Commmunicating for Innovation,0,3,7,8,7,3,3,2,1,0,1,0,0,0,3.06,"Barley, William"
CMN,396,"Race, Class, Gender & Work",0,5,6,9,8,1,2,2,0,0,0,0,0,0,3.25,"Wright-Dixon, Trina J"
CMN,410,Workplace Comm Technology,0,7,5,5,7,1,1,1,0,0,0,0,0,0,3.38,"Barley, William"
CMN,412,Adv Organizational Comm,0,6,12,2,8,1,1,1,0,0,0,0,0,0,3.42,"Lammers, John C"
CMN,413,Adv Small Group Communication,1,19,8,0,1,0,0,0,0,0,0,0,0,0,3.88,"Poole, Marshall S"
CMN,429,Race and the Mass Media,0,3,4,4,7,0,1,1,1,1,0,0,0,0,3.11,"Bigman-Galimore, Cabral A"
CMN,435,Adv Interpersonal Comm,2,7,5,3,7,2,2,1,0,0,0,0,1,0,3.24,"Ramey, Mary E"
CMN,435,Adv Interpersonal Comm,6,7,4,4,2,3,0,1,1,1,0,0,1,0,3.3,"Ramey, Mary E"
CMN,476,Commercialism and the Public,0,9,6,8,1,0,0,0,0,0,0,0,1,0,3.51,"Stole, Inger L"
CMN,503,Health Comm Research MethodsII,3,9,5,4,0,0,1,0,0,0,0,0,0,0,3.73,"Skubisz, Christine M"
CPSC,112,Introduction to Crop Sciences,11,17,16,15,14,5,4,3,0,1,1,0,0,1,3.38,"Pittelkow, Cameron M"
CPSC,113,"Environment, Agric, & Society",13,21,6,7,12,0,0,3,1,0,0,0,1,0,3.52,"Rayburn, A L"
CPSC,213,Evolution in Action,27,23,0,7,9,0,0,3,0,6,9,1,8,0,2.95,"Rayburn, A L"
CPSC,215,The Prairie and Bioenergy,2,8,0,3,7,0,1,5,0,0,1,0,5,0,2.64,"Lee, DoKyoung"
CPSC,226,Introduction to Weed Science,2,14,0,1,19,0,0,13,1,0,2,0,0,0,2.96,"Tranel, Patrick J"
CPSC,270,Applied Entomology,9,5,4,1,3,3,0,1,1,0,1,0,0,0,3.42,"Deem, Lesley S"
CPSC,414,Forage Crops & Pasture Ecology,11,7,0,4,3,0,0,0,0,0,0,0,0,0,3.77,"Villamil, Maria B"
CPSC,440,Applied Statistical Methods I,2,38,23,14,14,3,2,5,1,0,2,1,1,0,3.4,"Lipka, Alexander E"
CPSC,440,Applied Statistical Methods I,0,44,0,0,2,1,1,0,0,0,0,0,0,0,3.9,"Bollero, German A"
CPSC,452,Advanced Plant Genetics,0,17,0,0,7,0,0,0,0,0,0,0,0,0,3.71,"Jamann, Tiffany M"
CPSC,498,Crop Sci Professional Develpmt,0,46,0,0,1,0,0,0,0,0,0,0,0,0,3.98,"Kolb, Frederic L"
CPSC,541,Regression Analysis,0,16,5,3,2,1,0,1,0,0,0,0,0,0,3.68,"Butts-Wilmsmeye, Carolyn"
CPSC,588,Plant Biochemistry,3,9,2,3,5,0,1,0,0,0,0,0,0,0,3.59,"Briskin, Donald P"
CS,100,Freshman Orientation,0,258,5,12,12,4,3,3,2,0,0,1,4,0,3.8,"Pitt, Leonard B"
CS,101,Intro Computing: Engrg & Sci,439,90,43,30,19,16,5,9,6,1,9,0,14,1,3.71,"Davis, Neal E"
CS,105,Intro Computing: Non-Tech,40,157,204,0,100,0,0,15,0,0,4,0,8,1,3.54,"Harris, Albert F"
CS,125,Intro to Computer Science,8,125,36,25,20,23,31,21,13,0,11,0,9,4,3.15,"Angrave, Lawrence C"
CS,125,Intro to Computer Science,8,74,27,20,15,9,16,7,3,0,6,0,2,0,3.34,"Angrave, Lawrence C"
CS,125,Intro to Computer Science,3,65,14,23,10,11,21,7,8,0,7,0,6,1,3.1,"Angrave, Lawrence C"
CS,126,Software Design Studio,22,23,18,10,18,3,6,5,2,0,1,0,3,2,3.33,"Zilles, Craig"
CS,173,Discrete Structures,0,5,6,8,6,3,0,1,0,0,2,0,1,0,3.08,"Fleck, Margaret M"
CS,173,Discrete Structures,1,5,6,5,6,2,1,1,0,1,0,0,2,0,3.06,"Fleck, Margaret M"
CS,173,Discrete Structures,0,9,3,10,3,2,2,2,0,0,0,0,0,0,3.33,"Fleck, Margaret M"
CS,173,Discrete Structures,0,6,8,3,2,4,3,2,0,0,0,1,1,0,3.06,"Fleck, Margaret M"
CS,173,Discrete Structures,1,8,6,7,4,7,0,1,1,1,2,2,0,0,3.01,"Fleck, Margaret M"
CS,173,Discrete Structures,0,12,8,3,5,3,3,3,1,0,1,1,0,1,3.17,"Fleck, Margaret M"
CS,173,Discrete Structures,0,8,6,7,6,2,5,3,2,1,0,0,0,1,3.07,"Fleck, Margaret M"
CS,173,Discrete Structures,2,5,9,4,7,5,3,4,0,0,0,1,0,0,3.11,"Fleck, Margaret M"
CS,173,Discrete Structures,1,2,7,6,5,3,2,7,1,1,2,2,2,0,2.58,"Fleck, Margaret M"
CS,173,Discrete Structures,0,6,9,3,5,7,4,3,0,0,0,2,1,0,2.93,"Fleck, Margaret M"
CS,173,Discrete Structures,3,7,1,6,4,4,1,2,1,0,1,0,1,0,3.08,"Fleck, Margaret M"
CS,173,Discrete Structures,1,6,2,2,5,6,3,0,1,0,0,0,0,0,3.14,"Fleck, Margaret M"
CS,173,Discrete Structures,4,0,4,2,4,3,2,2,2,0,3,0,0,1,2.78,"Fleck, Margaret M"
CS,173,Discrete Structures,4,3,2,5,4,4,0,1,1,0,1,0,2,0,2.94,"Fleck, Margaret M"
CS,173,Discrete Structures,1,7,2,5,2,1,2,2,3,0,0,0,0,1,3.13,"Fleck, Margaret M"
CS,173,Discrete Structures,5,2,2,4,5,1,1,3,0,0,0,0,0,0,3.25,"Fleck, Margaret M"
CS,196,Freshman Honors,7,97,29,14,7,1,3,1,2,0,0,0,2,1,3.71,"Challen, Geoffrey W"
CS,196,Freshman Honors,0,22,7,1,2,0,0,0,0,0,0,0,0,0,3.84,"Fleck, Margaret M"
CS,199,De-Bug your Brain,0,22,1,0,0,0,0,0,0,0,0,0,1,1,3.82,"Angrave, Lawrence C"
CS,210,Ethical & Professional Issues,32,90,15,5,12,1,1,4,1,0,1,0,6,0,3.64,"Cunningham, Ryan M"
CS,225,Data Structures,114,47,27,26,28,17,14,18,13,12,9,12,16,2,3.07,"Fagen-Ulmschnei, Wade A"
CS,225,Data Structures,121,40,27,20,29,16,14,24,4,12,14,16,14,4,3.04,"Fagen-Ulmschnei, Wade A"
CS,233,Computer Architecture,1,89,8,3,34,4,2,18,2,0,5,0,8,1,3.22,"Herman, Geoffrey L"
CS,233,Computer Architecture,1,55,0,5,29,3,3,20,0,0,9,0,10,1,2.9,"Herman, Geoffrey L"
CS,241,System Programming,11,24,15,21,7,23,12,12,8,7,8,10,5,3,2.68,"Evans, Graham C"
CS,242,Programming Studio,10,37,52,24,7,8,5,4,2,1,3,0,3,1,3.39,"Woodley, Michael J"
CS,242,Programming Studio,3,17,25,9,2,3,5,4,2,0,1,0,5,1,3.15,"Woodley, Michael J"
CS,296,Honors Course,0,92,0,0,0,0,0,8,0,0,0,0,0,1,3.84,"Fagen-Ulmschnei, Wade A"
CS,296,Honors Course,4,12,0,2,6,0,0,1,0,0,0,0,3,1,3.24,"Zilles, Craig"
CS,357,Numerical Methods I,24,46,15,21,26,12,8,15,4,1,6,0,3,0,3.19,"Olson, Luke"
CS,357,Numerical Methods I,25,40,28,27,29,18,23,21,9,11,5,5,11,1,2.86,"Olson, Luke"
CS,361,Prob & Stat for Computer Sci,4,20,5,2,0,0,0,0,1,0,0,0,3,0,3.51,"Barber, Richard C"
CS,374,Intro to Algs & Models of Comp,7,41,33,38,35,50,65,51,33,33,8,6,8,0,2.56,"Har-Peled, Sariel"
CS,410,Text Information Systems,95,27,6,4,0,0,0,0,0,0,0,0,0,0,3.96,"Zhai, Chengxiang"
CS,411,Database Systems,7,19,15,14,19,20,10,6,7,5,3,6,11,0,2.65,"Chang, Kevin C"
CS,412,Introduction to Data Mining,0,5,3,1,4,5,0,1,0,0,0,0,2,0,2.94,"Han, Jiawei"
CS,412,Introduction to Data Mining,13,24,19,23,35,18,4,8,4,1,2,1,6,0,3.09,"Han, Jiawei"
CS,418,Interactive Computer Graphics,9,54,13,14,16,8,11,5,3,0,6,0,4,0,3.25,"Shaffer, Eric G"
CS,420,Parallel Progrmg: Sci & Engrg,0,8,3,7,9,9,3,1,3,1,1,0,0,0,3,"Snir, Marc"
CS,421,Progrmg Languages & Compilers,7,45,3,8,10,2,3,5,2,0,1,3,1,0,3.39,"Misailovic, Sasa"
CS,421,Progrmg Languages & Compilers,12,97,7,5,13,7,4,4,2,2,2,2,0,0,3.59,"Gunter, Elsa"
CS,424,Real-Time Systems,2,14,8,6,6,0,2,3,1,0,1,0,0,0,3.4,"Abdelzaher, Tarek"
CS,425,Distributed Systems,0,5,4,17,9,3,3,3,1,0,0,0,5,1,2.82,"Gupta, Indranil"
CS,425,Distributed Systems,20,24,48,27,31,20,0,1,0,0,0,0,4,1,3.39,"Gupta, Indranil"
CS,425,Distributed Systems,0,3,6,8,6,3,0,1,0,0,0,0,0,0,3.28,"Gupta, Indranil"
CS,427,Software Engineering I,15,37,15,21,18,7,6,2,1,1,2,0,1,0,3.42,"Rosu, Grigore"
CS,431,Embedded Systems,2,6,1,5,11,5,3,3,2,0,3,0,2,1,2.76,"Caccamo, Marco"
CS,433,Computer System Organization,4,6,0,4,4,3,0,2,1,0,0,0,0,0,3.32,"Torrellas, Josep"
CS,438,Communication Networks,7,20,12,9,23,3,5,2,0,0,0,0,0,0,3.41,"Al-Hassanieh, Haitham"
CS,440,Artificial Intelligence,43,56,6,4,46,1,3,15,0,0,6,1,4,0,3.35,"Lazebnik, Svetlana"
CS,440,Artificial Intelligence,31,66,13,12,76,15,8,19,3,1,15,2,1,1,3.15,"Hasegawa-Johnso, Mark A"
CS,445,Computational Photography,12,53,9,3,3,4,4,3,0,0,1,0,0,0,3.7,"Hoiem, Derek W"
CS,446,Machine Learning,9,30,24,16,19,1,4,1,3,2,0,2,6,1,3.23,"Koyejo, Oluwasanmi O"
CS,447,Natural Language Processing,18,30,15,7,4,6,1,1,0,0,0,0,1,0,3.67,"Hockenmaier, Julia C"
CS,450,Numerical Analysis,2,29,23,24,14,14,10,3,3,1,0,1,1,0,3.28,"Fischer, Paul"
CS,461,Computer Security I,23,39,43,44,34,14,12,0,0,0,2,0,3,0,3.37,"Cunningham, Ryan M"
CS,465,User Interface Design,1,24,21,9,76,21,7,4,5,2,1,0,1,0,3.07,"Bailey, Brian P"
CS,484,Parallel Programming,2,11,2,4,8,2,0,5,1,0,1,0,0,0,3.2,"Kale, Laxmikant V"
CS,498,Digital Forensics,0,29,1,1,4,0,0,0,0,0,0,0,1,0,3.75,"Campbell, R H"
CS,498,Theory II,5,5,7,6,7,6,4,3,4,0,0,0,0,0,3.08,"Chan, Timothy M"
CS,498,The Art of Web Programming,5,37,29,27,28,19,5,7,7,0,1,0,0,0,3.26,"Kumar, Ranjitha"
CS,498,Virtual Reality,28,114,12,2,2,0,0,0,0,0,0,0,0,1,3.95,"Yershova, Ganna"
CS,510,Advanced Information Retrieval,16,40,15,8,8,0,0,0,0,0,0,0,0,0,3.79,"Zhai, Chengxiang"
CS,519,Scientific Visualization,7,17,6,4,6,0,0,0,0,0,0,0,0,0,3.73,"Shaffer, Eric G"
CS,523,Advanced Operating Systems,11,10,5,5,1,0,0,0,0,0,0,0,0,0,3.81,"Campbell, R H"
CS,527,Topics in Software Engineering,4,11,5,3,0,0,0,0,0,0,0,0,0,0,3.84,"Marinov, Darko"
CS,548,Models of Cognitive Processes,0,7,2,13,17,2,3,0,0,0,1,0,0,0,3.18,"Fu, Wai-Tat"
CS,554,Parallel Numerical Algorithms,1,9,9,3,0,0,0,0,0,0,0,0,0,0,3.77,"Solomonik, Edgar V"
CS,598,Secure Processor Design,3,19,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Fletcher, Christopher W"
CS,598,Advanced Bayesian Modeling,8,20,5,9,5,2,0,1,0,0,0,0,0,0,3.65,"Park, Trevor H"
CS,598,Adv Social&Information Network,12,7,2,3,0,0,0,0,0,0,0,0,0,0,3.89,"Sundaram, Hari"
CS,598,Mach Lrng for Signal Processng,17,32,19,2,0,1,0,1,0,0,0,0,2,1,3.74,"Smaragdis, Paris"
CS,598,Machine Learning Theory,2,13,5,0,2,0,0,0,0,0,0,0,0,0,3.83,"Telgarsky, Matus J"
CW,100,Intro to Creative Writing,0,7,7,7,1,1,0,0,0,0,0,0,0,0,3.59,"Davenport, Stephen M"
CW,100,Intro to Creative Writing,0,10,5,2,4,2,0,0,0,0,0,0,1,0,3.43,"Price, Julie P"
CW,243,Inter Expository Writing,10,4,2,2,2,1,0,0,0,0,0,0,1,0,3.58,"McVicker, Zachariah P"
CWL,114,Global Consciousness and Lit,1,21,24,13,4,5,2,2,2,0,0,0,2,0,3.38,"Calderwood, Eric S"
CWL,151,Dystopian Fiction,3,10,6,5,1,0,0,0,0,0,0,0,0,0,3.75,"Smith, Meagan K"
DANC,100,Intro to Contemporary Dance,13,1,3,2,0,1,0,0,0,0,0,0,1,0,3.64,"Ferrell, Rebecca"
DANC,100,Intro to Contemporary Dance,7,18,1,0,3,0,0,0,0,0,0,0,0,0,3.89,"Wilks, Leah"
DANC,100,Intro to Contemporary Dance,1,15,7,3,0,1,0,0,0,0,0,0,0,1,3.79,"Monson, Jennifer"
DANC,100,Intro to Contemporary Dance,10,6,2,1,1,0,0,0,1,0,0,0,0,0,3.78,"Frost, Elise M"
DANC,100,Intro to Contemporary Dance,30,44,8,2,3,0,0,2,0,0,0,0,1,0,3.83,"Beck, Kenneth D"
DANC,100,Intro to Contemporary Dance,13,62,9,8,1,3,2,0,1,1,0,1,0,0,3.75,"Beck, Kenneth D"
DANC,105,Jazz Dance I,23,5,1,1,0,0,0,0,0,0,0,0,1,0,3.84,"Maybee, Charles M"
DANC,107,Ballet I,16,4,2,0,2,0,0,0,0,0,0,0,0,0,3.89,"Allison, Evvie D"
DANC,160,Beg Contemp Modern Tech Core,0,4,4,3,4,2,2,0,1,1,0,1,1,0,2.88,"Erkert, Jan K"
DANC,167,Beginning Ballet Tech Elect,0,4,5,0,5,2,1,0,1,1,1,0,1,0,2.91,"Lehovec, Linda M"
DANC,200,Explore Music through Dance,9,25,3,2,3,2,0,1,0,1,1,0,2,2,3.52,"Toenjes, John M"
DANC,260,Int Contemp Modern Tech Core,1,21,3,1,0,0,0,0,0,0,0,0,0,0,3.95,"Portier, Kendra E"
DANC,266,Intermediate Ballet Tech Core,1,17,2,0,1,0,0,0,0,0,0,0,0,0,3.92,"Anderson, Maria C"
EALC,122,History East Asian Religions,3,10,1,2,5,0,0,0,0,0,0,0,0,0,3.68,"Mayer, Alexander L"
EALC,250,Intro to Japanese Culture,0,11,5,2,3,0,0,0,0,0,0,0,0,0,3.71,"Tyger, Suzette N"
EALC,287,Introduction to Buddhism,0,5,6,2,5,7,1,1,2,0,0,0,1,0,3,"Callahan, Christopher T"
EALC,305,Japan Lit in Translation I,3,4,7,4,2,1,1,2,1,0,0,0,0,0,3.35,"Persiani, Gian Piero"
ECE,110,Introduction to Electronics,25,36,21,13,15,13,5,3,0,1,2,0,5,1,3.35,"Schmitz, Christopher"
ECE,110,Introduction to Electronics,8,32,19,15,7,6,3,4,3,1,2,0,1,0,3.37,"Zhou, Jin"
ECE,110,Introduction to Electronics,13,31,13,12,9,7,1,3,3,2,2,2,6,1,3.16,"Jiang, Jing"
ECE,110,Introduction to Electronics,16,21,10,5,13,2,3,1,3,1,2,0,3,0,3.29,"Choi, Hyungsoo"
ECE,120,Introduction to Computing,16,16,13,12,15,5,2,4,2,2,2,1,9,0,2.98,"Varodayan, David"
ECE,120,Introduction to Computing,11,18,14,16,18,5,4,2,2,0,0,0,7,0,3.14,"Jaramillo Jimen, Juan Jos"
ECE,120,Introduction to Computing,4,21,16,11,12,8,3,6,6,5,4,2,1,0,2.97,"Jaramillo Jimen, Juan Jos"
ECE,120,Introduction to Computing,6,24,21,16,9,10,6,7,4,1,0,0,10,0,2.98,"Bhat, Suma P"
ECE,199,Undergraduate Open Seminar,13,5,0,0,1,0,0,0,0,0,0,0,2,0,3.57,"Varodayan, David"
ECE,199,Undergraduate Open Seminar,15,4,1,1,0,0,0,0,0,0,0,0,0,0,3.95,"Varodayan, David"
ECE,205,Elec & Electronic Circuits,8,44,20,15,59,14,10,31,11,10,17,14,6,0,2.66,"Cheng, Zuofu"
ECE,210,Analog Signal Processing,8,5,8,10,6,7,11,12,4,3,2,4,2,0,2.64,"Schutt-Aine, Jose E"
ECE,210,Analog Signal Processing,12,13,5,14,8,8,11,13,5,1,2,1,2,0,2.89,"Alvarez, Juan"
ECE,210,Analog Signal Processing,1,8,6,20,6,6,11,10,13,8,2,0,4,0,2.51,"He, Wei"
ECE,210,Analog Signal Processing,5,10,12,13,9,6,12,8,5,3,4,2,4,0,2.71,"Yan, Su"
ECE,220,Computer Systems & Programming,7,15,7,9,23,10,9,6,3,2,1,1,4,0,2.9,"Chen, Yuting W"
ECE,220,Computer Systems & Programming,3,14,10,14,10,6,9,4,2,0,2,5,2,0,2.9,"Patel, Sanjay J"
ECE,220,Computer Systems & Programming,0,13,8,6,12,5,5,3,1,1,0,1,0,0,3.13,"Mitra, Sayan"
